Date,Close,compound,negative,neutral,positive,Open,High,Low,Volume,Subjectivity,Polarity
2015-11-19,106.26,0.9536,0.045,0.888,0.067,107.36,107.73,105.95,25492640,0.4014116318464144,0.09932359307359306
2015-11-20,107.32,0.9962,0.054,0.799,0.148,106.84,107.87,106.62,22102030,0.4006813262495081,0.19204299488390397
2015-11-23,106.95,0.9944,0.084,0.768,0.148,107.19,107.468,106.08,19740130,0.49887085137085135,0.12544733044733045
2015-11-24,105.74,0.982,0.076,0.822,0.101,106.0,106.49,104.39,23512790,0.4693225108225109,0.10592640692640692
2015-11-25,105.41,0.9976,0.039,0.817,0.145,106.33,106.6,105.1,15140370,0.47214897896716074,0.20090214919760377
2015-11-27,105.45,0.9913,0.068,0.793,0.139,105.78,105.96,104.86,5913066,0.44952680298424974,0.17700101317122596
2015-11-30,104.24,0.9948,0.035,0.854,0.111,105.84,106.0999,103.75,20055950,0.3563816738816738,0.11633727383727381
2015-12-01,107.12,0.9983,0.077,0.741,0.182,104.83,107.15,104.5,22743200,0.4646797338464004,0.2242853134519801
2015-12-02,106.07,0.9971,0.102,0.74,0.157,107.0,107.92,105.79,24334420,0.41459520012151596,0.15470019746335537
2015-12-03,104.38,0.9959,0.04,0.863,0.096,106.27,106.85,103.35,23193110,0.3472856795145952,0.09460656478728764
2015-12-04,106.18,-0.5632,0.129,0.824,0.047,104.81,107.73,104.11,21212310,0.44666666666666666,0.0
2015-12-07,105.61,0.0,0.0,1.0,0.0,106.48,106.83,104.66,15447530,0.0,0.0
2015-12-08,106.49,-0.8176,0.093,0.831,0.076,104.0,106.91,103.95,20376290,0.48508522727272735,-0.007729640151515144
2015-12-09,104.6,0.8253,0.029,0.901,0.071,106.18,106.44,103.55,23468200,0.2818181818181818,0.16704545454545455
2015-12-10,105.42,0.9892,0.056,0.846,0.098,105.05,106.4,104.41,17435630,0.42918664668664674,0.1417934149184149
2015-12-11,102.12,0.4689,0.08,0.834,0.086,104.15,104.34,101.91,26357790,0.4806372897417672,0.11635259847946418
2015-12-14,104.66,-0.3832,0.085,0.84,0.075,102.285,104.74,101.46,24693110,0.2972943722943723,0.11623376623376624
2015-12-15,104.55,0.4869,0.115,0.741,0.145,105.3,105.8,104.28,21697070,0.47285714285714275,-0.07857142857142857
2015-12-16,106.79,-0.8722,0.093,0.854,0.053,105.37,107.09,104.19,22095830,0.5572314049586777,0.08739669421487604
2015-12-17,106.22,0.7269,0.045,0.878,0.077,107.49,107.75,106.13,21580540,0.6590909090909091,0.18939393939393936
2015-12-18,104.04,0.9136,0.056,0.834,0.11,106.08,106.59,103.97,35810840,0.4238095238095238,0.41428571428571426
2015-12-21,104.77,-0.1531,0.06,0.898,0.042,104.91,105.15,103.6,16105710,0.4593333333333333,0.22400000000000003
2015-12-22,105.51,0.9349,0.0,0.893,0.107,105.22,105.6601,104.81,14584780,0.39223484848484846,0.14450757575757572
2015-12-23,104.63,0.6908,0.026,0.91,0.064,105.89,106.11,103.86,19571550,0.3682142857142857,0.08035714285714286
2015-12-24,105.02,0.8357,0.065,0.824,0.111,104.74,105.32,104.5,6512134,0.3752976190476191,0.10744047619047618
2015-12-28,105.93,0.34,0.056,0.877,0.066,105.02,105.98,104.53,13045160,0.40473484848484853,0.06843434343434343
2015-12-29,107.26,-0.876,0.113,0.863,0.024,106.42,107.74,106.25,17149240,0.4927272727272728,0.08181818181818182
2015-12-30,106.22,0.168,0.071,0.87,0.06,107.0,107.25,106.06,13103910,0.1,0.0625
2015-12-31,104.66,0.9074,0.0,0.88,0.12,106.0,106.17,104.62,18382210,0.7333333333333334,0.5333333333333333
2016-01-04,102.22,0.9591,0.064,0.802,0.134,101.95,102.24,99.75,37846820,0.2685950413223141,0.22148760330578512
2016-01-05,102.73,0.4939,0.0,0.865,0.135,102.89,103.7099,101.665,23238890,0.4772727272727273,0.11818181818181818
2016-01-06,102.97,0.9721,0.085,0.784,0.13,101.13,103.77,100.9,25046390,0.4767543859649123,0.11885964912280701
2016-01-07,97.92,0.9729,0.065,0.833,0.103,100.5,101.43,97.3,45038210,0.34453124999999996,0.0846354166666667
2016-01-08,97.33,0.9547,0.04,0.889,0.071,99.88,100.5,97.0311,35351010,0.4819818446859263,0.10388815266366287
2016-01-11,97.51,0.9803,0.064,0.84,0.096,97.91,98.6,95.39,29896390,0.4803816857095545,0.13492507037589008
2016-01-12,99.37,0.4379,0.067,0.863,0.07,99.0,99.96,97.55,28301680,0.42777240490006446,0.24469696969696972
2016-01-13,95.44,0.9786,0.019,0.875,0.105,100.58,100.58,95.21,33297700,0.2375,0.05
2016-01-14,98.37,0.997,0.026,0.81,0.163,95.85,98.87,92.45,48617610,0.3255050505050505,0.09233405483405482
2016-01-15,94.97,0.9985,0.022,0.8,0.178,93.98,96.38,93.54,46068460,0.26879960317460316,0.05744047619047619
2016-01-19,95.26,0.9603,0.059,0.812,0.129,96.53,97.42,93.92,30840640,0.24900932400932402,0.06427738927738928
2016-01-20,94.35,0.9143,0.054,0.852,0.094,92.83,95.0,89.37,59015930,0.35374331550802135,0.06885026737967914
2016-01-21,94.16,0.8526,0.076,0.828,0.097,94.91,95.99,92.62,30479780,0.241504329004329,0.022808441558441563
2016-01-22,97.94,0.7748,0.049,0.875,0.076,96.41,98.07,95.49,30371970,0.5166666666666667,0.19000000000000003
2016-01-25,97.01,0.8284,0.048,0.878,0.075,98.72,99.48,96.93,32382100,0.33712121212121215,0.04736652236652237
2016-01-26,97.34,-0.9333,0.085,0.87,0.046,97.76,97.88,95.66,26749760,0.49474747474747477,-0.1109090909090909
2016-01-27,94.45,0.9514,0.044,0.89,0.066,97.79,97.85,94.23,53505580,0.2918572631072631,0.10160413660413661
2016-01-28,109.11,0.8225,0.038,0.897,0.066,107.2,110.34,104.81,107251300,0.5051020408163265,0.07699443413729128
2016-01-29,112.21,0.9587,0.041,0.845,0.114,108.99,112.84,108.84,62660640,0.40674377705627696,0.03404356060606062
2016-02-01,115.09,-0.6124,0.192,0.708,0.1,112.27,115.72,112.01,46025570,0.05,0.0
2016-02-02,114.61,0.7208,0.032,0.919,0.049,114.8,117.59,113.2,59704890,0.4444250194250194,0.12249417249417248
2016-02-03,112.69,0.9254,0.025,0.873,0.102,115.27,115.3407,109.75,56867520,0.375,0.11666666666666665
2016-02-04,110.49,0.0516,0.162,0.671,0.168,111.8,111.94,109.25,38784240,0.125,0.125
2016-02-05,104.07,0.7462,0.089,0.81,0.101,109.51,109.58,103.18,76801180,0.402014977359805,0.1663497039359108
2016-02-08,99.75,0.978,0.072,0.837,0.092,100.41,102.68,97.46,71119290,0.3524151287309182,0.15068067897015266
2016-02-09,99.54,0.947,0.071,0.842,0.087,97.14,102.4,96.82,62616740,0.35917795972143807,0.10627940899680031
2016-02-10,101.0,0.8442,0.085,0.775,0.14,101.55,103.25,100.24,45044840,0.28383838383838383,0.03181818181818181
2016-02-11,101.91,0.9806,0.044,0.876,0.08,99.6,105.11,98.88,43598890,0.6055966123823266,0.1879871847728991
2016-02-12,102.01,-0.9179,0.139,0.755,0.106,103.74,104.24,101.09,36158700,0.44992083533750205,0.007369328202661535
2016-02-16,101.61,0.34,0.054,0.89,0.056,103.8,103.93,100.24,45604490,0.3637362637362637,0.07802197802197802
2016-02-17,105.2,0.94,0.06,0.828,0.112,101.94,105.72,100.4,44009090,0.5783008658008659,0.056764069264069274
2016-02-18,103.47,-0.6808,0.099,0.841,0.06,105.8,106.0,103.03,29543040,0.38390151515151516,0.0528409090909091
2016-02-19,104.57,0.9493,0.031,0.827,0.142,102.55,105.02,102.06,32385500,0.4615243342516069,0.2209825528007346
2016-02-22,107.16,0.4215,0.08,0.829,0.091,105.49,108.25,105.34,35675920,0.5573863636363636,0.18409090909090908
2016-02-23,105.46,-0.2593,0.098,0.819,0.083,106.85,107.47,105.12,25279170,0.16666666666666666,-0.010000000000000004
2016-02-24,106.88,0.9485,0.022,0.847,0.131,104.21,106.95,102.74,34313290,0.3787878787878788,0.14863636363636362
2016-02-25,108.07,0.9465,0.034,0.84,0.126,107.11,108.07,105.61,29862100,0.5525,0.255
2016-02-26,107.92,-0.6597,0.094,0.836,0.07,108.7,109.45,107.16,26658020,0.5777777777777778,0.07666666666666666
2016-02-29,106.92,0.9287,0.029,0.784,0.187,107.6,108.9101,106.75,32739960,0.43333333333333335,0.25
2016-03-01,109.82,-0.933,0.203,0.797,0.0,107.83,109.82,107.6,26743550,0.0,0.0
2016-03-02,109.95,0.0516,0.096,0.806,0.098,109.68,110.55,108.77,25656490,0.3412698412698413,-0.10793650793650796
2016-03-03,109.58,0.7047,0.077,0.827,0.096,110.25,110.3,108.54,21337720,0.36333333333333334,0.09500000000000001
2016-03-04,108.39,0.4939,0.0,0.758,0.242,110.05,110.05,107.93,24908230,0.0,0.0
2016-03-07,105.73,0.8225,0.06,0.717,0.224,108.07,108.07,104.72,31487180,0.36818181818181817,0.1621212121212121
2016-03-08,105.93,0.9843,0.056,0.844,0.1,104.78,107.37,104.4,25582660,0.5039950525664811,0.12765203050917337
2016-03-09,107.51,-0.8441,0.103,0.822,0.075,106.7,107.51,105.49,20458320,0.4756060606060606,0.11693181818181815
2016-03-10,107.32,0.9911,0.053,0.838,0.11,107.91,108.66,105.7699,24835810,0.4723655603655603,0.15256469456469457
2016-03-11,109.41,0.9698,0.054,0.852,0.093,108.48,109.42,107.92,20667610,0.3419853294853295,0.240743746993747
2016-03-14,109.89,0.8748,0.031,0.827,0.143,109.28,110.33,108.77,17240940,0.5,0.2878787878787879
2016-03-15,110.67,0.918,0.011,0.872,0.116,109.11,110.83,108.84,17596280,0.275,0.1875
2016-03-16,112.18,0.7865,0.036,0.892,0.072,110.49,112.5,110.1,24696190,0.35383116883116883,0.1362987012987013
2016-03-17,111.02,0.802,0.045,0.859,0.096,112.15,112.69,110.73,24215410,0.305050505050505,0.07979797979797981
2016-03-18,111.45,0.9101,0.043,0.857,0.1,111.56,112.42,110.27,36265530,0.25166666666666665,0.18833333333333332
2016-03-21,111.85,0.9581,0.022,0.879,0.1,111.66,112.37,111.03,18430870,0.45299145299145294,0.11006216006216005
2016-03-22,112.25,0.8806,0.064,0.845,0.091,111.36,112.88,111.17,18989920,0.46483123157036205,0.10791486291486292
2016-03-23,112.54,0.7574,0.024,0.919,0.057,112.01,113.19,112.0,18546450,0.7272727272727273,0.5181818181818182
2016-03-24,113.05,0.7269,0.03,0.866,0.105,112.13,113.09,111.68,17157540,0.5515151515151516,0.14545454545454548
2016-03-28,113.69,0.9736,0.007,0.864,0.129,113.32,114.5889,112.95,21332720,0.4811188811188811,0.20984848484848484
2016-03-29,116.14,0.6191,0.038,0.882,0.08,113.83,116.32,113.64,29789720,0.6186363636363637,0.2290909090909091
2016-03-30,114.7,0.8271,0.043,0.864,0.093,116.73,116.99,114.355,33196410,0.36025,-0.027750000000000007
2016-03-31,114.1,0.8012,0.068,0.825,0.107,114.7,115.01,113.7682,21171030,0.2833333333333334,0.225
2016-04-01,116.06,0.6072,0.028,0.895,0.077,113.75,116.17,113.35,24751160,0.125,0.025
2016-04-04,112.55,0.4278,0.039,0.91,0.051,114.07,114.55,111.61,48418260,0.31666666666666665,-0.07500000000000001
2016-04-05,112.22,-0.9932,0.123,0.839,0.039,112.11,113.32,111.9,22779490,0.3836991711991711,-0.03158184408184409
2016-04-06,113.71,0.8677,0.029,0.87,0.101,112.47,113.81,112.42,20794390,0.39090909090909093,0.16727272727272727
2016-04-07,113.64,0.9194,0.041,0.815,0.144,113.79,114.89,113.0663,20683460,0.5125,-0.05416666666666666
2016-04-08,110.63,0.98,0.055,0.844,0.101,114.25,114.33,109.9,48467350,0.3935504109417152,0.08215069954200391
2016-04-11,108.99,0.894,0.092,0.81,0.098,110.7,110.91,108.77,39707140,0.3395132645132646,0.1458985458985459
2016-04-12,110.61,-0.8783,0.115,0.816,0.069,109.34,111.1645,108.99,26190250,0.543006993006993,0.1296328671328671
2016-04-13,110.51,0.8788,0.035,0.873,0.093,112.23,112.65,106.52,88165850,0.4166666666666667,0.25
2016-04-14,110.84,0.5523,0.073,0.847,0.08,110.62,112.04,110.26,28439970,0.271875,0.0875
2016-04-15,109.64,0.9638,0.029,0.837,0.134,110.79,110.97,109.2,20793730,0.2888111888111889,0.20792540792540792
2016-04-18,110.45,0.8402,0.035,0.855,0.11,109.74,110.81,109.2,21127750,0.31999999999999995,0.22000000000000003
2016-04-19,112.29,0.885,0.056,0.835,0.109,111.1,112.45,109.16,30177490,0.566010101010101,0.2305808080808081
2016-04-20,112.42,0.9236,0.064,0.791,0.145,112.43,113.27,111.56,21020820,0.4909090909090909,0.13727272727272727
2016-04-21,113.44,0.8504,0.038,0.84,0.122,112.55,114.04,112.31,20711310,0.4222222222222222,0.12500000000000003
2016-04-22,110.56,-0.4939,0.05,0.95,0.0,111.21,111.75,109.01,38397070,0.24375,-0.006249999999999999
2016-04-25,110.1,-0.1116,0.07,0.861,0.068,109.87,110.67,109.07,20997040,0.45935185185185184,0.11481481481481481
2016-04-26,108.76,0.9353,0.055,0.846,0.099,110.49,110.5,108.15,22393840,0.4784313725490196,0.08529411764705884
2016-04-27,108.89,0.9229,0.078,0.818,0.104,107.94,108.94,106.31,50504560,0.3884761904761905,-0.0019285714285714262
2016-04-28,116.73,-0.7043,0.075,0.867,0.058,119.575,120.79,116.23,86913390,0.4469336219336219,0.08062770562770563
2016-04-29,117.58,-0.7964,0.071,0.915,0.014,116.82,117.84,115.84,37106010,0.17341269841269843,-0.015079365079365081
2016-05-02,118.57,0.7937,0.043,0.85,0.106,117.83,118.73,116.57,27789510,0.5761688311688312,0.2272077922077922
2016-05-03,117.43,0.9349,0.0,0.809,0.191,117.52,118.16,117.02,24087870,0.0,0.0
2016-05-04,118.06,0.7345,0.0,0.891,0.109,116.61,118.3,116.57,23414270,0.45555555555555555,0.08333333333333333
2016-05-05,117.81,-0.782,0.084,0.847,0.069,118.04,118.98,117.25,22032830,0.3705050505050505,0.11058361391694722
2016-05-06,119.49,0.8176,0.07,0.796,0.133,117.16,119.637,117.1127,26362480,0.49375,0.11875
2016-05-09,119.24,0.9531,0.024,0.87,0.106,119.54,120.28,118.9,21097310,0.36196969696969694,0.24499999999999997
2016-05-10,120.5,0.9463,0.05,0.874,0.076,119.62,120.5,119.0,23127390,0.5094106650924832,0.015058048012593481
2016-05-11,119.52,0.9705,0.061,0.84,0.099,120.41,121.08,119.42,21976560,0.35952168746286395,0.08303624480095065
2016-05-12,120.28,0.9866,0.063,0.819,0.118,119.98,120.84,118.9,21649010,0.5633370744481856,0.17089412644968202
2016-05-13,119.81,0.9924,0.057,0.843,0.1,120.38,120.64,119.68,18077540,0.31029993815708107,0.12171923314780457
2016-05-16,118.67,0.9976,0.035,0.846,0.119,119.38,119.61,117.35,31188070,0.4527566361287292,0.07928177120037584
2016-05-17,117.35,0.9973,0.058,0.822,0.119,118.82,119.01,117.2,21296660,0.34148687334171207,0.09347332774752128
2016-05-18,117.65,0.9541,0.043,0.882,0.075,116.8,118.27,116.73,21596120,0.46893550893550884,0.13498834498834503
2016-05-19,116.81,0.9833,0.05,0.853,0.097,117.05,117.49,115.88,20510770,0.4654464285714284,0.07441964285714284
2016-05-20,117.35,0.5305,0.054,0.88,0.066,116.96,117.99,116.95,18893950,0.5272174122174124,0.14213083213083208
2016-05-23,115.97,0.9875,0.037,0.85,0.113,117.42,117.6,115.94,20409860,0.4225865800865801,0.12497835497835497
2016-05-24,117.7,0.9906,0.066,0.793,0.141,116.24,117.73,116.12,20156400,0.3580323322510823,0.11820211038961038
2016-05-25,117.89,0.9893,0.027,0.874,0.099,118.13,118.665,117.38,20026150,0.3855276907001045,0.10706635318704283
2016-05-26,119.47,0.9779,0.043,0.874,0.083,118.24,119.7601,117.92,18437640,0.4845174433409727,0.0854532722179781
2016-05-27,119.38,0.6623,0.096,0.8,0.104,119.56,119.85,119.01,13476050,0.44264638869902023,-0.009894053315105943
2016-05-31,118.81,-0.9428,0.12,0.8,0.08,119.46,120.1,118.121,23526050,0.49378156565656567,0.029545454545454552
2016-06-01,118.78,0.8927,0.044,0.862,0.093,118.5,119.08,117.82,15003570,0.5658249158249158,0.2664141414141414
2016-06-02,118.93,-0.4767,0.125,0.796,0.08,118.69,119.44,118.22,13216260,0.0,0.05
2016-06-03,118.47,0.4019,0.0,0.87,0.13,118.975,118.98,117.86,14115480,0.0,0.0
2016-06-06,118.79,0.9936,0.039,0.852,0.109,118.62,119.43,118.36,12721610,0.3515007215007216,0.06581529581529583
2016-06-07,117.76,0.11,0.073,0.834,0.092,119.24,119.3,117.67,17069990,0.47280844155844154,0.09530766852195424
2016-06-08,118.39,0.7096,0.047,0.878,0.075,117.76,118.6,117.27,14493990,0.5151948051948051,-0.06796536796536798
2016-06-09,118.56,0.9966,0.034,0.861,0.106,118.13,118.68,117.71,13842230,0.3852247474747476,0.2023762626262626
2016-06-10,116.62,0.9886,0.068,0.822,0.111,117.54,118.11,116.26,18474380,0.4433213716108452,0.05098684210526316
2016-06-13,113.95,0.9919,0.032,0.887,0.08,115.0,115.48,113.31,31675970,0.42935064935064915,0.18506809163059168
2016-06-14,114.94,0.9934,0.034,0.87,0.096,114.07,114.95,113.58,17573960,0.5354061694225628,0.10393543159936605
2016-06-15,114.6,0.9825,0.048,0.847,0.104,115.3,115.44,114.07,19789270,0.31695992179863147,0.15826001955034213
2016-06-16,114.39,0.9281,0.035,0.897,0.067,113.87,114.5,112.94,19207560,0.46626736111111117,0.16967013888888888
2016-06-17,113.02,0.84,0.065,0.862,0.073,114.42,114.43,112.56,24410770,0.35198322510822516,0.05910984848484848
2016-06-20,113.37,0.889,0.066,0.859,0.075,113.77,114.72,112.75,20746500,0.2687674618525683,0.0556361487212551
2016-06-21,114.38,0.9645,0.06,0.843,0.097,114.12,115.2142,113.97,18997270,0.43148191094619676,0.1555967841682127
2016-06-22,113.91,0.8196,0.038,0.897,0.065,114.65,114.74,113.61,14811570,0.349297520661157,0.06960743801652894
2016-06-23,115.08,-0.9645,0.118,0.812,0.07,114.37,115.09,113.54,16096460,0.42249685798072906,0.12609621561234466
2016-06-24,112.08,0.8052,0.053,0.871,0.075,111.01,113.68,111.0,40555840,0.3795289855072463,0.07989130434782608
2016-06-27,108.97,0.8489,0.083,0.829,0.087,111.57,111.57,108.23,36172810,0.4063209313209314,0.02458074958074959
2016-06-28,112.7,0.9473,0.059,0.856,0.085,110.63,112.75,110.55,26772900,0.42528508771929824,0.18118421052631575
2016-06-29,114.16,0.9307,0.056,0.85,0.094,113.37,114.25,113.04,20935530,0.3835227272727271,0.08276515151515151
2016-06-30,114.28,0.9175,0.035,0.906,0.059,114.67,115.18,113.67,23159510,0.4299296536796537,0.10860389610389612
2016-07-01,114.19,0.9945,0.042,0.795,0.163,114.2,115.13,113.81,14955080,0.33493265993265997,0.11355218855218856
2016-07-05,114.0,0.1531,0.085,0.81,0.105,113.94,114.11,112.97,14206220,0.5234848484848484,0.048295454545454544
2016-07-06,116.7,0.9388,0.034,0.903,0.063,113.36,116.79,112.97,24318520,0.38003787878787876,0.13238636363636364
2016-07-07,115.85,0.9926,0.024,0.838,0.138,116.63,116.97,115.36,16612350,0.4557993730407524,0.2169409613375131
2016-07-08,117.24,0.6435,0.029,0.912,0.059,116.43,117.5,115.85,18117330,0.3132828282828283,0.021818181818181823
2016-07-11,117.87,0.9703,0.053,0.855,0.092,117.71,118.7,117.5,17613670,0.3864025974025974,0.1060030921459493
2016-07-12,117.93,0.9966,0.043,0.854,0.103,118.63,118.72,117.57,15084590,0.42744107744107745,0.16109607984607988
2016-07-13,116.78,0.7481,0.055,0.873,0.072,118.39,118.4,116.68,16180680,0.2627192982456141,0.02675438596491228
2016-07-14,117.29,0.9863,0.043,0.86,0.097,117.5,117.64,116.7,14554060,0.23629968516332148,0.0810655253837072
2016-07-15,116.86,-0.723,0.077,0.857,0.066,117.74,118.28,116.58,16601530,0.44815151515151525,0.13626767676767676
2016-07-18,119.37,0.871,0.039,0.905,0.056,117.32,119.61,116.89,20816900,0.34527168234064787,0.13789184952978054
2016-07-19,120.61,0.9954,0.045,0.853,0.102,118.99,120.85,118.66,21502910,0.48529893529893525,0.10276120276120274
2016-07-20,121.92,0.9691,0.062,0.855,0.083,121.25,122.2,120.56,19991920,0.39160062160062165,0.028552836052836057
2016-07-21,120.61,0.4696,0.088,0.821,0.091,121.92,122.1,120.25,17787630,0.3691808316400152,0.010341210943251765
2016-07-22,121.0,0.9877,0.046,0.866,0.088,119.9,121.01,119.31,18363590,0.3824973153461526,0.06199830531225881
2016-07-25,121.63,0.9883,0.045,0.868,0.087,121.39,121.85,117.78,18453230,0.3620687264804912,0.12388641315111905
2016-07-26,121.22,0.9974,0.042,0.839,0.119,122.0,122.07,120.75,17417060,0.39119729907773365,0.11712779973649542
2016-07-27,123.34,0.9978,0.059,0.81,0.132,122.42,125.0,121.51,50218420,0.43091653423931897,0.11327492830657393
2016-07-28,125.0,0.9858,0.05,0.87,0.081,127.52,128.33,123.63,78673980,0.41651379870129873,0.1195244107744108
2016-07-29,123.94,0.8156,0.058,0.859,0.083,124.65,125.84,123.71,34943890,0.29482730531117635,0.15727435646790489
2016-08-01,124.31,0.9576,0.071,0.806,0.123,123.85,124.58,122.86,24986020,0.4186274509803922,0.05784313725490198
2016-08-02,123.09,0.9621,0.01,0.876,0.114,124.06,124.8,122.07,23919790,0.4080808080808081,0.09353535353535353
2016-08-03,122.51,0.6597,0.046,0.851,0.103,123.09,123.92,122.31,18479970,0.10714285714285714,0.049999999999999996
2016-08-04,124.36,0.6281,0.057,0.857,0.086,122.94,124.79,122.51,21052200,0.4716253443526171,0.10330578512396693
2016-08-05,125.15,-0.25,0.077,0.858,0.065,124.98,125.835,124.6184,20144810,0.43090909090909096,0.07727272727272727
2016-08-08,125.26,0.9851,0.044,0.869,0.087,125.25,125.45,124.55,15216950,0.4154806998556999,-0.003584956709956708
2016-08-09,125.06,0.9803,0.119,0.738,0.143,125.34,126.09,124.53,19587330,0.5126373459204782,0.039681018446078686
2016-08-10,124.88,0.9118,0.014,0.893,0.093,125.07,125.48,124.54,10645370,0.4477272727272726,0.1595959595959596
2016-08-11,124.9,0.8955,0.069,0.848,0.083,125.2,125.38,124.75,11708610,0.42950126262626265,-0.022739898989899
2016-08-12,124.88,0.9931,0.018,0.861,0.121,124.7,125.0,124.18,12146150,0.44254992319508446,0.1651305683563748
2016-08-15,123.9,0.9862,0.053,0.85,0.096,124.91,124.92,123.7,19280400,0.40047661488837943,-0.005169552669552673
2016-08-16,123.3,0.9883,0.05,0.871,0.079,123.5,123.92,122.78,14209580,0.3788949211080358,0.08575864026683701
2016-08-17,124.37,-0.9041,0.072,0.865,0.063,123.66,124.38,122.85,13759700,0.3477719370576513,0.030588194873909152
2016-08-18,123.91,-0.9599,0.107,0.814,0.08,124.01,124.26,123.64,12378280,0.45575757575757575,-0.0030018939393939375
2016-08-19,123.56,0.982,0.076,0.822,0.102,123.6,124.157,123.28,11582430,0.3744903581267218,0.23230814639905553
2016-08-22,124.15,0.9954,0.037,0.852,0.111,123.33,124.83,123.11,14377070,0.45892679308172263,0.11032698717557872
2016-08-23,124.37,0.9906,0.046,0.851,0.103,124.51,125.09,124.25,13302050,0.3604256854256853,0.1853675645342312
2016-08-24,123.48,0.9927,0.053,0.842,0.105,124.47,124.69,123.09,12226720,0.443841189674523,0.17866161616161616
2016-08-25,123.89,0.9954,0.06,0.815,0.125,123.12,124.37,123.1,10720680,0.40926558821295655,0.0773344345712767
2016-08-26,124.96,-0.9192,0.098,0.83,0.072,124.05,125.19,123.91,17467840,0.4776334776334777,-0.02688539530644794
2016-08-29,126.54,0.077,0.056,0.884,0.06,124.35,126.73,124.35,15901270,0.3560103101407449,0.03839649078779513
2016-08-30,125.84,0.9438,0.086,0.834,0.08,126.6,126.6,125.15,17778300,0.3373606191788009,0.1038239538239538
2016-08-31,126.12,-0.6737,0.065,0.875,0.061,125.6,126.22,125.1,14183190,0.413718167591407,0.017918622848200307
2016-09-01,126.17,0.9931,0.025,0.771,0.204,126.38,126.63,125.6,13522260,0.26944444444444443,0.08333333333333333
2016-09-02,126.51,0.4019,0.053,0.887,0.06,126.85,126.86,126.0,12074470,0.3647435897435897,0.04423076923076925
2016-09-06,129.73,0.9966,0.07,0.787,0.143,126.67,129.94,126.47,26241480,0.31136363636363645,0.15230429292929293
2016-09-07,131.05,0.765,0.088,0.755,0.157,130.04,131.98,129.95,27942000,0.44166666666666665,-0.024999999999999984
2016-09-08,130.27,0.9906,0.039,0.864,0.097,130.92,131.08,129.81,15655250,0.36916901938641067,0.17260940146809714
2016-09-09,127.1,0.9798,0.06,0.853,0.087,129.71,129.949,127.1,26963940,0.4203751803751804,0.05097763347763347
2016-09-12,128.69,0.9741,0.061,0.846,0.093,125.96,128.76,125.75,21159830,0.4829027113237639,0.10591307814992025
2016-09-13,127.21,0.9975,0.041,0.834,0.125,128.03,128.35,126.66,17987510,0.5221920503738684,0.11956119637937816
2016-09-14,127.77,0.9988,0.033,0.826,0.141,126.89,128.8,126.89,15712050,0.44202295511506023,0.15968443836864896
2016-09-15,128.35,0.9994,0.043,0.78,0.177,127.98,129.1,127.67,15084660,0.4524262360446571,0.23704460013670542
2016-09-16,129.07,0.9976,0.059,0.814,0.128,128.2,129.18,128.2,24083560,0.48244058229352343,0.1753317311773194
2016-09-19,128.65,0.9981,0.025,0.829,0.147,129.91,129.94,128.26,14927990,0.4394539308428196,0.1744109080220191
2016-09-20,128.64,0.9986,0.036,0.82,0.144,128.65,129.17,128.0307,11076150,0.4807121212121211,0.14358982683982682
2016-09-21,129.94,0.9887,0.035,0.889,0.076,129.13,130.005,128.39,14045780,0.3157883179622309,0.16797321036451474
2016-09-22,130.08,0.9903,0.042,0.865,0.093,130.5,130.73,129.56,15358850,0.44128173970279244,0.20969418495734285
2016-09-23,127.96,0.9715,0.064,0.833,0.103,127.56,128.6,127.3,28293920,0.3717673761423761,0.061271945646945644
2016-09-26,127.31,0.9862,0.047,0.852,0.101,127.37,128.16,126.8,15041370,0.38659396159396153,0.1029165279165279
2016-09-27,128.69,0.9971,0.038,0.805,0.158,127.61,129.01,127.43,15600130,0.4842279942279943,0.15828162578162577
2016-09-28,129.23,0.9948,0.057,0.835,0.108,129.21,129.47,128.4,12035720,0.5030793425324673,0.16936214826839827
2016-09-29,128.09,0.9924,0.07,0.802,0.128,129.18,129.29,127.55,14489880,0.39174093879976235,0.14275103980986334
2016-09-30,128.27,0.9638,0.065,0.836,0.099,128.03,128.59,127.45,18392040,0.3532954545454546,0.12136363636363638
2016-10-03,128.77,0.34,0.085,0.814,0.102,128.38,129.09,127.8,13134510,0.5666666666666667,-0.13333333333333333
2016-10-04,128.19,0.658,0.0,0.87,0.13,129.17,129.2765,127.5499,14294610,0.0,0.0
2016-10-05,128.47,0.974,0.046,0.843,0.111,128.25,128.8,127.83,12354920,0.4075064935064935,0.13286363636363632
2016-10-06,128.74,0.9939,0.041,0.842,0.116,128.43,129.06,128.08,11673340,0.39048863014380253,0.1253663482111758
2016-10-07,128.99,-0.1027,0.143,0.731,0.126,129.04,129.25,128.33,12800360,0.6716666666666666,-0.075
2016-10-10,130.24,-0.9598,0.149,0.726,0.126,129.68,130.7,129.2,15113560,0.373627344877345,0.20983225108225106
2016-10-11,128.88,0.9843,0.036,0.875,0.089,130.23,130.64,128.23,17508530,0.40219217940529406,0.1361446431528399
2016-10-12,129.05,0.9042,0.063,0.818,0.119,129.01,129.66,128.46,11043240,0.444023569023569,0.2336700336700336
2016-10-13,127.82,0.988,0.038,0.876,0.086,128.21,128.25,126.75,17106910,0.36980980012894915,0.13205996131528047
